,Accident_Time,Accident_Date_G,Rno,Road_Type,Region,Road_Status,Weather_Status,Dead_Number,Injuries_Number,Damage_Road_Type,Accident_Type,Car,Small_Truck,Big_Truck,Other_Car,Driver,Way,Vehicle,Animal,Vehicles_Number,Paints,Eyes,Road_Close_Days,Road_Close_Hours,GEOMETRIC_RoadTYPE,long,lat
0,5:00 AM,16/04/2019,425,سريع مع خدمة,Qassim,Good,good,0,1,,coup,1,,,,1,,,,1,1,1,,,Straight link,43.99909348,26.42674562
1,12:15 PM,16/04/2019,414,مزدوج,Qassim,Good,good,0,1,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,43.78687749,26.0575956
2,8:30 AM,15/04/2019,419,مزدوج,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.77270089,26.34514584
3,8:30 PM,15/04/2019,60,سريع مع خدمة,Qassim,Good,good,0,0,,crash,1,,,,1,,,,2,1,1,,,Straight link,43.9379963,26.20570195
4,12:10 AM,14/04/2019,393,,Hail,Good,good,,,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,41.7020228,27.55515729
5,5:30 AM,14/04/2019,425,سريع مع خدمة,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.89262772,26.39223987
6,11:45 AM,14/04/2019,70,,Hail,Good,good,,,metal barriers,deflection,,1,,,1,,,,1,1,1,,,Straight link,41.45930588,27.33519811
7,2:30 PM,14/04/2019,8700,,Hail,Good,good,,,metal barriers,crush with a stationary body on the road,,1,,,,,1,,1,1,1,,,Straight link,41.79009179,27.71343313
8,4:50 PM,14/04/2019,8010,مفرد,Madina,Cracks and fossils,good,,1,,crash,1,,,,1,,,,2,1,1,,0.25,Straight link,40.80834078,23.4540743
9,10:30 PM,14/04/2019,418,مزدوج,Qassim,Good,good,0,1,,crash,1,,,,1,,,,2,1,1,,,4-Leg intersection,,
10,3:00 AM,13/04/2019,6166,مفرد,Qassim,Good,good,0,0,,coup,1,,,,1,,,,1,1,1,,,Straight link,,
11,3:00 AM,13/04/2019,7345,مفرد,Qassim,Good,good,0,1,,crash,1,,,,1,,,,2,1,1,,,Straight link,43.8317673,26.50468927
12,3:30 AM,13/04/2019,60,سريع,Madina,Good,good,,1,,coup,,,1,,1,,,,1,1,1,,,Straight link,41.37444641,25.2449598
13,6:00 AM,13/04/2019,6280,مفرد,Qassim,Good,good,0,0,metal barriers,deflection,1,,,,1,,,,1,1,1,,,Straight link,,
14,6:25 AM,13/04/2019,8010,مفرد,Madina,Good,good,1,,,coup,,1,,,,,1,,1,1,1,,,Straight link,40.66087698,23.416139
15,7:10 AM,13/04/2019,8700,مفرد,Hail,Good,good,,,informative board,crush with a stationary body on the road,,1,,,1,,,,1,1,1,,,Straight link,41.76917334,27.68250522
16,11:00 AM,13/04/2019,60,سريع,Madina,Good,good,,,,crash,,1,,,,1,,,1,1,1,,,Straight link,40.17630704,24.63693331
17,12:30 PM,13/04/2019,8700,,Hail,Good,good,,2,,coup,1,,,,,,1,,1,1,1,,,Straight link,41.92743526,27.85541869
18,1:20 PM,13/04/2019,8200,,Hail,Good,good,,,,coup,,,1,,,,1,,1,1,1,,,Straight link,,
19,3:00 PM,13/04/2019,425,سريع مع خدمة,Qassim,Good,good,0,0,fence,coup,1,,,,1,,,,1,1,1,,,Straight link,43.95902187,26.42569207
20,6:50 PM,13/04/2019,60,سريع,Madina,Good,good,,,,crash,1,,,,,,1,,1,1,1,,,Straight link,,
21,7:00 PM,13/04/2019,60,سريع,Madina,Good,good,,,,crash,1,,1,,1,,,,2,1,1,,,Straight link,40.15073324,24.62323305
22,9:30 PM,13/04/2019,400,,Hail,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,Straight link,41.98295906,27.36950452
23,10:00 PM,13/04/2019,8650,,Hail,Good,good,,1,,crush from behind,1,,1,,1,,,,2,1,1,,,Straight link,41.72863393,27.75281413
24,10:25 PM,13/04/2019,70,مفرد,Madina,Good,good,,2,,crash,1,,,,1,,,,2,1,1,,,Straight link,,
25,11:18 PM,13/04/2019,8255,مفرد,Madina,Good,good,,1,,crash,1,,,,1,,,,2,1,1,,,Straight link,,
26,2:00 AM,12/04/2019,389,,Hail,Good,good,,,informative board,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,,
27,6:30 PM,12/04/2019,60,سريع,Qassim,Good,rainy,0,1,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.85317072,26.18349948
28,6:45 PM,12/04/2019,8700,,Hail,Good,good,,1,lighting poles,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,,
29,11:00 PM,12/04/2019,7371,مفرد,Qassim,Good,good,0,1,,crash,1,,,,1,,,,2,1,1,,,Straight link,43.04052032,25.75030483
30,6:30 AM,11/04/2019,60,سريع,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.81696128,26.16919418
31,7:00 AM,11/04/2019,389,,Hail,Good,good,,1,,crash,,1,1,,1,,,,2,1,1,,,Straight link,,
32,7:30 AM,11/04/2019,60,سريع,Qassim,Good,good,0,1,,deflection,1,,,,1,,,,1,1,1,,,Straight link,42.23682597,25.65261686
33,10:30 AM,11/04/2019,505,مزدوج,Qassim,Good,good,0,0,,coup,,,1,,1,,,,1,1,1,,,Straight link,44.55715156,25.97266406
34,8:00 PM,11/04/2019,389,,Hail,Good,good,,,,crash,1,,1,,1,,,,2,1,1,,,Straight link,41.37520794,27.28660681
35,8:40 PM,11/04/2019,70,,Hail,Good,good,,2,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,41.6154671,27.43307782
36,9:00 PM,11/04/2019,8255,مفرد,Madina,Good,good,,1,,tread animal,1,,,,1,,,1,1,1,1,,,Straight link,,
37,1:00 AM,10/04/2019,60,سريع,Madina,Good,good,2,1,,crash,1,,1,,1,,,,3,1,1,,,Straight link,41.17929386,25.11169928
38,8:00 AM,10/04/2019,60,سريع,Qassim,Good,good,0,0,fence,deflection,1,,,,1,,,,1,1,1,,,Straight link,42.60119751,25.79833972
39,8:00 AM,10/04/2019,65,,Hail,Good,good,,1,,coup,,,1,,1,,,,1,1,1,,,Straight link,42.46865613,27.2151258
40,8:00 AM,10/04/2019,65,,Hail,Good,good,,,,coup,1,,,,,,1,,1,1,1,,,Straight link,40.57372957,28.4025582
41,9:00 AM,10/04/2019,85,مزدوج,EP,,good,0,1,,tread animal,1,,,,,,,1,1,1,1,,,Straight link,47.24513778,27.91805757
42,9:40 AM,10/04/2019,70,,Hail,Good,good,,,,coup,,1,,,1,,,,1,1,1,,,Straight link,41.26933482,27.29326039
43,10:00 AM,10/04/2019,40,سريع,EP,,good,0,0,,coup,,,1,,1,,,,1,1,1,,,Straight link,48.44176278,25.59942845
44,12:00 PM,10/04/2019,65,سريع,Qassim,Maintenance of the road,good,1,0,,crash,1,,1,,1,,,,3,1,1,,,Straight link,43.01683501,26.89964527
45,2:30 PM,10/04/2019,8510,,Hail,Good,good,1,,,coup,1,,,,,,1,,1,1,1,,,Straight link,,
46,6:00 PM,10/04/2019,7900,,Hail,Good,good,,,,crash,,1,,,1,,,,2,1,1,,,Straight link,,
47,8:30 PM,10/04/2019,65,,Hail,Good,good,,1,,coup,,,1,,1,,,,1,1,1,,,Straight link,41.58743693,27.81150885
48,8:40 PM,10/04/2019,60,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,1,1,1,,0.25,Straight link,39.36124387,24.30306997
49,10:00 PM,10/04/2019,65,سريع,Qassim,Good,good,0,1,,crash,1,,1,,1,,,,2,1,1,,,Straight link,43.48225934,26.6257768
50,11:00 PM,10/04/2019,6082,مفرد,Qassim,Good,good,0,0,,crash,1,,,,1,,,,1,1,1,,,Straight link,,
51,12:30 AM,09/04/2019,5318,مزدوج,Riyadh,Good,good,0,0,metal barriers,crash,1,,,,1,,,,1,1,1,,,Straight link,47.17042692,25.27229965
52,3:00 AM,09/04/2019,4410,مفرد,Mecca,,good,0,0,,crush with a stationary body on the road,,,1,,,1,,,1,1,1,,,Straight link,40.74735304,21.57650491
53,7:50 AM,09/04/2019,60,سريع,Madina,Good,good,,1,,coup,1,,,,1,,,,1,1,1,,,Straight link,,
54,8:30 AM,09/04/2019,8805,مزدوج,Tabuk,Good,good,0,1,,crash,1,,1,,1,,,,2,1,1,,,Straight link,36.52305375,28.34785166
55,9:00 AM,09/04/2019,95,مزدوج,EP,,good,0,0,,coup,1,,,,1,,,,1,1,1,,,Straight link,48.91997612,27.45419221
56,9:00 AM,09/04/2019,333,سريع,Madina,Good,good,,1,metal barriers,coup,1,,,,1,,,,1,1,1,,,Straight link,39.62012992,24.49947059
57,9:30 AM,09/04/2019,394,مفرد,Tabuk,Good,good,0,0,,crash,,1,1,,1,,,,2,1,1,,,Horizontal Curve,,
58,9:30 AM,09/04/2019,8860,مفرد,Hail,Good,good,,1,,tread animal,1,,,,1,,,,1,1,1,,,Straight link,42.23672226,27.21135485
59,10:30 AM,09/04/2019,40,سريع,Riyadh,,good,0,1,,coup,1,,,,,,1,,1,1,1,,,Straight link,43.6544018,23.39817818
60,1:00 PM,09/04/2019,505,مفرد,Qassim,Good,good,0,1,,coup,1,,,,,,1,,1,1,1,,,Straight link,44.67013904,25.7919609
61,1:00 PM,09/04/2019,6370,مفرد,Qassim,,good,0,0,,crush from behind,,,1,,1,,,,2,1,1,,,Straight link,,
62,1:15 PM,09/04/2019,30,مفرد,Assir,,good,0,4,,deflection,1,,,,1,,,,1,1,1,,,Straight link,43.24178661,20.68449324
63,1:30 PM,09/04/2019,15,مزدوج,Tabuk,Good,good,0,1,,crush from behind,1,,1,,1,,,,2,1,1,,,Straight link,36.51514455,28.46098441
64,1:30 PM,09/04/2019,65,سريع,Riyadh,Good,rainy,,,,deflection,,,1,,1,,,,1,1,1,,,Straight link,45.73194143,25.64285684
65,2:00 PM,09/04/2019,95,سريع,EP,,rainy,0,1,,coup,1,,,,1,,,,1,1,1,,,Straight link,49.24086829,27.0811604
66,2:00 PM,09/04/2019,6100,مفرد,Qassim,Good,good,0,3,,direct crash,1,,,,1,,,,2,1,1,,,Straight link,43.47660133,25.3500379
67,3:00 PM,09/04/2019,40,سريع,Riyadh,,rainy,0,1,,coup,,,1,,1,,,,1,1,1,,,Straight link,45.99343822,24.43639822
68,3:10 PM,09/04/2019,615,سريع,EP,,good,0,0,,coup,,,1,,,,1,,1,1,1,,,Straight link,49.7895743,26.05907571
69,4:00 PM,09/04/2019,10,مزدوج,Riyadh,Good,good,0,0,,coup,,,1,,1,,1,,1,1,1,,,Straight link,48.08630813,24.20264505
70,4:00 PM,09/04/2019,15,سريع,Madina,Good,good,,,,deflection,,,1,,1,,,,1,1,1,,,Straight link,39.94511423,23.05767424
71,4:50 PM,09/04/2019,340,مزدوج,Madina,Good,good,,1,,deflection,,1,,,1,,,,1,1,1,,0.16,Straight link,,
72,5:00 PM,09/04/2019,60,سريع,Qassim,Good,rainy,0,0,fence,coup,,1,,,1,,,,1,1,1,,,Straight link,42.44531575,25.73829645
73,5:00 PM,09/04/2019,425,سريع مع خدمة,Qassim,Good,good,0,0,,coup,1,,,,1,,,,1,1,1,,,Straight link,44.02632735,26.3982951
74,6:00 PM,09/04/2019,40,سريع,Riyadh,,good,0,0,fence,coup,1,,,,,,1,,1,1,1,,,Straight link,44.64131951,23.71880896
75,6:30 PM,09/04/2019,60,سريع مع خدمة,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.9379963,26.20570195
76,6:40 PM,09/04/2019,65,سريع,Riyadh,Good,rainy,0,0,,crash,1,,,,1,,,,1,1,1,,,Straight link,45.08427462,26.01033044
77,7:15 PM,09/04/2019,85,مزدوج,Northern boarder,Good,good,,7,,crash,1,,,,1,,,,2,1,1,,,u-tern,43.33482024,29.72784556
78,7:25 PM,09/04/2019,333,سريع,Madina,Good,good,,1,metal barriers,crash,1,,,,1,,,,4,1,1,,,Straight link,39.60126816,24.49546342
79,8:45 PM,09/04/2019,70,,Hail,Good,good,,2,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,41.56539768,27.38919328
80,9:15 PM,09/04/2019,255,مفرد,Mecca,,good,0,0,,tread animal,1,,,,,,,1,1,1,1,,,Straight link,42.65087577,20.74286589
81,10:00 PM,09/04/2019,15,مزدوج,Mecca,,good,0,4,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,40.99320787,21.06099054
82,10:00 PM,09/04/2019,85,مزدوج,Northern boarder,Good,good,,,,burning or ignition,,1,,,,,1,,1,1,1,,,Straight link,44.4098886,29.08773503
83,10:40 PM,09/04/2019,1660,مفرد,Jazan,Good,good,,3,,crash,1,,,,1,,,,2,1,1,,,Straight link,,
84,11:00 PM,09/04/2019,389,,Hail,Good,good,,1,,coup,,,1,,1,,,,1,1,1,,,Straight link,40.78613609,25.83018693
85,11:40 PM,09/04/2019,65,سريع,Riyadh,Good,good,,1,,burning or ignition,1,,,,,,1,,1,1,1,,,Straight link,,
86,12:00 AM,08/04/2019,40,سريع,Riyadh,,good,0,0,fence,crash,1,,,,1,,,,1,1,1,,,Straight link,45.84715107,24.35702818
87,1:00 AM,08/04/2019,40,سريع,Riyadh,,good,0,1,,crash,,1,1,,,,1,,2,1,1,,,Straight link,43.27915293,23.24620186
88,1:30 AM,08/04/2019,15,مزدوج,Najran,,good,0,0,lighting poles,overdrive,1,,,,1,,,,1,1,1,,,Horizontal Curve,44.15038895,17.61911002
89,3:00 AM,08/04/2019,60,سريع,Qassim,Good,good,0,0,fence,Explosion of a car tire,1,,,,,,1,,1,1,1,,,Straight link,42.18191126,25.63139918
90,3:15 AM,08/04/2019,40,سريع,EP,,good,0,1,,burning or ignition,,,1,,1,,,,2,1,1,,,Straight link,49.51309236,26.20859678
91,5:30 AM,08/04/2019,40,سريع,Riyadh,,good,0,2,fence,crash,1,,1,,,,1,,2,1,1,,,Straight link,43.06298566,23.14286853
92,6:00 AM,08/04/2019,65,سريع,Riyadh,Good,good,,,,coup,,1,,,1,,,,1,1,1,,,Straight link,45.80999869,25.60401412
93,6:30 AM,08/04/2019,615,سريع,EP,,good,0,0,,deflection,,1,,,1,,,,1,1,1,,,Straight link,49.61380377,25.92542759
94,6:45 AM,08/04/2019,15,مفرد,Madina,Good,good,,,,tread animal,1,,,,1,,,1,1,1,1,,,Horizontal Curve,39.31096962,26.34420763
95,7:00 AM,08/04/2019,15,سريع,Madina,Good,good,1,1,,coup,,1,,,1,,,,1,1,1,,,Straight link,39.57396397,24.11579377
96,7:15 AM,08/04/2019,400,,Hail,Good,good,,1,informative board,coup,,1,,,1,,,,1,1,1,,,Straight link,42.59423718,27.2575939
97,8:00 AM,08/04/2019,7011,سريع,Qassim,Good,good,0,1,fence,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,44.0381725,26.41097912
98,8:20 AM,08/04/2019,70,,Hail,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,Straight link,,
99,8:20 AM,08/04/2019,1670,مزدوج,Jazan,Good,good,,2,,crash,1,,,,,,1,,2,1,1,,,Straight link,,
100,9:00 AM,08/04/2019,5300,مفرد,Riyadh,,good,0,2,,crash,1,1,,,,,1,,2,1,1,,,Straight link,45.02979774,23.19700116
101,9:00 AM,08/04/2019,8700,,Hail,Good,good,,,,coup,,,1,,1,,,,1,1,1,,,Straight link,42.44454304,27.90817298
102,10:00 AM,08/04/2019,40,سريع,Mecca,,good,0,0,,coup,,,1,,,,1,,1,1,1,,,Straight link,39.32101119,21.42334746
103,11:00 AM,08/04/2019,419,مزدوج,Qassim,Good,good,0,0,,crash,1,,,,1,,,,3,1,1,,,4-Leg intersection,43.80104883,26.37134197
104,11:05 AM,08/04/2019,85,مزدوج,Northern boarder,Good,good,,1,,overdrive,1,,,,1,,,,1,1,1,,,Straight link,39.59885051,31.42193044
105,12:00 PM,08/04/2019,85,مزدوج,Northern boarder,Good,good,,,,burning or ignition,1,,,,,,1,,1,1,1,,,Straight link,41.17457641,30.87538303
106,1:00 PM,08/04/2019,80,مزدوج,Tabuk,Good,good,0,0,crackle,burning or ignition,,,1,,,,1,,1,1,1,,,Horizontal Curve,,
107,1:45 PM,08/04/2019,333,سريع,Madina,Good,good,,2,metal barriers,crash,1,,,,1,,,,2,1,1,,,Straight link,39.6574643,24.43449029
108,2:00 PM,08/04/2019,340,مزدوج,Madina,Good,good,,3,,deflection,1,,,,1,,,,1,1,1,,0.25,Straight link,,
109,2:00 PM,08/04/2019,6308,مزدوج,Qassim,Good,good,0,0,lighting poles,crash,1,,,,1,,,,1,1,1,,,Straight link,43.92090946,26.16247197
110,3:00 PM,08/04/2019,40,سريع,EP,,good,0,0,,burning or ignition,,,1,,,,1,,1,1,1,,,Straight link,48.82289363,25.82205477
111,3:15 PM,08/04/2019,65,,Hail,Good,good,,,,burning or ignition,,,1,,,,1,,1,1,1,,,Straight link,42.51075108,27.19068719
112,5:00 PM,08/04/2019,4710,مفرد,Mecca,,good,0,1,,overdrive,1,,,,1,,,,1,1,1,,,Straight link,39.72313701,21.81157078
113,5:30 PM,08/04/2019,517,سريع,Riyadh,Good,good,0,0,,crash,1,,1,,1,,,,2,1,1,,,Straight link,46.96331786,24.47734232
114,6:00 PM,08/04/2019,60,سريع مع خدمة,Qassim,Good,good,0,0,fence,Explosion of a car tire,1,,,,,,1,,1,1,1,,,Straight link,43.98620363,26.2108712
115,8:15 PM,08/04/2019,30,مفرد,Riyadh,,good,0,0,,crash,1,,,,1,,,,1,1,1,,,Straight link,43.72193239,21.18720374
116,9:10 PM,08/04/2019,333,سريع,Madina,Good,good,,1,,crash,1,,,,1,,,,3,1,1,,,Straight link,,
117,9:30 PM,08/04/2019,615,سريع,EP,,dusty,0,1,,crush from behind,,,1,,1,,,,2,1,1,,,Straight link,49.95332657,26.19324005
118,10:00 PM,08/04/2019,5,مزدوج,Madina,Good,good,,,,crash,1,1,,,1,,,,2,1,1,,,Straight link,37.64679154,24.33076238
119,10:30 PM,08/04/2019,10,مزدوج,Riyadh,,good,0,2,,coup,1,,,,1,,,,2,1,1,,,Straight link,44.16938236,20.21832582
120,11:00 PM,08/04/2019,40,سريع,Riyadh,,rainy,0,1,,coup,1,,,,1,,,,1,1,1,,,Straight link,46.1778435,24.45282876
121,11:50 PM,08/04/2019,30,مفرد,Riyadh,,good,1,0,,coup,1,,,,1,,,,1,1,1,,,Straight link,43.77364476,21.22730895
122,12:10 AM,07/04/2019,5,مزدوج,Mecca,,good,0,1,,crush from behind,,,1,,,,1,,2,1,1,,,Straight link,39.26808109,21.21278507
123,3:05 AM,07/04/2019,65,سريع,Riyadh,Good,good,0,1,,crash,1,,,,1,,,,1,1,1,,,Straight link,44.67504081,26.08163164
124,5:30 AM,07/04/2019,40,سريع,Riyadh,,good,0,4,,crash,1,,,,1,,,,2,1,1,,,Straight link,45.34564987,24.09649691
125,7:30 AM,07/04/2019,615,سريع,EP,,rainy,0,0,Caplet barriers,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,49.55666079,25.7631082
126,8:20 AM,07/04/2019,140,مزدوج,Jazan,Good,good,,,,crash,1,,,,1,,,,4,1,1,,,Straight link,42.7298188,16.9219387
127,8:30 AM,07/04/2019,40,سريع,Riyadh,,good,0,0,,crash,1,,1,,1,,,,2,1,1,,,Straight link,45.80215433,24.33940898
128,8:30 AM,07/04/2019,40,سريع,EP,,good,1,2,,coup,1,,,,1,,,,1,1,1,,,Straight link,48.26996514,25.52966403
129,8:30 AM,07/04/2019,414,مزدوج,Qassim,Good,good,0,1,,crash,1,1,,,1,,,,2,1,1,,,Straight link,,
130,9:00 AM,07/04/2019,10,مزدوج,Riyadh,,good,0,2,,coup,1,,,,,,1,,1,1,1,,,Straight link,46.49348217,21.94322605
131,12:00 PM,07/04/2019,85,مزدوج,EP,,good,0,0,,coup,,,1,,,,1,,1,1,1,,,Straight link,48.79553609,27.3495076
132,12:00 PM,07/04/2019,418,مزدوج,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,3,1,1,,,Straight link,,
133,12:30 PM,07/04/2019,40,سريع,Riyadh,,good,0,1,fence,crash,1,,,,1,,,,1,1,1,,,Straight link,45.18381122,23.99567059
134,1:10 PM,07/04/2019,70,,Hail,Good,good,,,,crush from behind,1,,,,1,,,,3,1,1,,,Straight link,41.67324069,27.46957313
135,1:45 PM,07/04/2019,50,مزدوج,EP,,good,0,1,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,45.86188483,28.20532873
136,2:00 PM,07/04/2019,60,سريع,Qassim,Good,good,0,0,,crash,1,1,,,1,,,,2,1,1,,,Straight link,43.44372392,26.04886092
137,3:00 PM,07/04/2019,517,سريع,Riyadh,Good,good,0,0,,crash,1,,,,1,,,,2,1,1,,,Straight link,47.00461788,24.43914363
138,5:20 PM,07/04/2019,140,مزدوج,Jazan,Good,good,,3,,crash,1,,,,1,,,,4,1,1,,,Straight link,42.68844156,16.90046302
139,5:50 PM,07/04/2019,1670,مفرد,Jazan,Good,good,,4,,crash,,,1,,,,1,,1,1,1,,,Straight link,,
140,6:30 PM,07/04/2019,6308,مزدوج,Qassim,Good,good,0,0,,deflection,1,,,,1,,,,1,1,1,,,Straight link,43.90626664,26.17486616
141,9:00 PM,07/04/2019,15,سريع,Madina,Good,good,,1,,crash,,,1,,1,,,,1,1,1,,,Straight link,39.6396576,23.82007562
142,9:30 PM,07/04/2019,15,سريع,Mecca,,good,0,2,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,39.79509788,22.79072206
143,11:00 PM,07/04/2019,80,مزدوج,Tabuk,Good,good,0,0,,coup,,,1,,1,,,,1,1,1,,,Straight link,38.16060376,29.15596679
144,3:30 AM,06/04/2019,15,سريع,Madina,Good,good,,,,tread animal,1,,,,1,,,1,2,1,1,,,Straight link,39.84163812,23.57729009
145,3:50 AM,06/04/2019,85,مزدوج,EP,,good,0,1,,coup,1,,,,1,,,,1,1,1,,,Straight link,47.1678903,27.94396632
146,4:00 AM,06/04/2019,40,سريع,Riyadh,,good,0,2,fence,coup,1,,,,,,1,,1,1,1,,,Straight link,43.90997422,23.40767505
147,4:40 AM,06/04/2019,5,مزدوج,Mecca,,good,0,1,,coup,,,1,,1,,,,1,1,1,,,Straight link,39.2599842,21.37465842
148,5:30 AM,06/04/2019,40,سريع,Riyadh,,good,0,2,,crash,,1,,,1,,,,1,1,1,,,Straight link,45.23619888,24.04197932
149,6:00 AM,06/04/2019,60,سريع,Madina,Good,good,,,,coup,1,,,,1,,,,1,1,1,,,Straight link,41.27703307,25.16923009
150,7:00 AM,06/04/2019,40,سريع,EP,,good,0,0,,coup,,,1,,,,1,,1,1,1,,,Straight link,47.67302059,25.18623994
151,7:20 AM,06/04/2019,70,,Hail,Good,good,,1,,coup,,1,,,1,,,,1,1,1,,,Straight link,41.30780233,27.30536488
152,8:00 AM,06/04/2019,400,,Hail,Good,good,,1,,tread animal,1,,,,1,,,,1,1,1,,,Straight link,,
153,8:30 AM,06/04/2019,40,سريع,Mecca,,good,0,0,metal barriers,crush from behind,1,,,,1,,,,1,1,1,,,Straight link,40.63988612,21.55609547
154,10:30 AM,06/04/2019,40,سريع,Riyadh,,good,0,2,metal barriers,coup,1,,,,,,1,,1,1,1,,,Straight link,42.81862579,23.02023339
155,12:45 PM,06/04/2019,8040,مفرد,Madina,Good,good,2,2,,crash,1,,,,1,,,,2,1,1,,,Straight link,39.0306955,24.8929538
156,1:00 PM,06/04/2019,10,مزدوج,Riyadh,,good,0,0,,deflection,,1,,,,,1,,1,1,1,,,Straight link,45.09522493,20.42099801
157,1:15 PM,06/04/2019,333,سريع,Madina,Good,good,,1,,deflection,1,,,,1,,,,1,1,1,,,Straight link,39.60556213,24.42929321
158,1:30 PM,06/04/2019,522,مفرد,Riyadh,Good,good,0,2,,crash,1,,1,,1,,,,2,1,1,,0.5,Straight link,47.12679242,24.94269283
159,3:30 PM,06/04/2019,15,مزدوج,Najran,Good,good,1,3,lighting poles,overdrive,1,,,,1,,,,1,1,1,,,Straight link,43.71746803,17.49610719
160,4:00 PM,06/04/2019,546,مزدوج,Riyadh,Good,good,0,1,,coup,,,1,,1,,,,1,1,1,,,Straight link,46.20606724,25.10165099
161,4:20 PM,06/04/2019,8413,مفرد,Madina,Good,good,,,concrete barriers,crash,,1,,,1,,,,1,1,1,,,Straight link,39.5206111,24.39596768
162,4:30 PM,06/04/2019,255,مفرد,Mecca,,good,0,0,,direct crash,1,,,,1,,,,2,1,1,,,Straight link,42.84523983,21.23393844
163,5:10 PM,06/04/2019,15,عقبة,Mecca,,good,0,2,lighting poles,deflection,1,,,,1,,,,1,1,1,,,Horizontal Curve,39.97994724,21.32717147
164,6:00 PM,06/04/2019,95,سريع,EP,,good,0,1,,crush from behind,,,1,,1,,,,2,1,1,,,Straight link,49.62670559,26.79975104
165,6:30 PM,06/04/2019,255,مزدوج,Mecca,,good,0,2,,deflection,1,,,,1,,,,1,1,1,,,Straight link,,
166,6:50 PM,06/04/2019,15,سريع,Mecca,,good,0,1,,deflection,1,,,,,1,,,1,1,1,,,Vertical Curve,39.87552468,21.38265904
167,7:30 PM,06/04/2019,95,سريع,EP,,good,0,1,metal barriers,coup,,,1,,,,1,,1,1,1,,,Straight link,49.56543621,26.83169899
168,8:00 PM,06/04/2019,65,,Hail,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,Straight link,42.2989962,27.31321471
169,8:00 PM,06/04/2019,333,سريع,Madina,Good,good,,2,metal barriers,deflection,1,,,,1,,,,1,1,1,,,Straight link,39.60556213,24.42929321
170,8:20 PM,06/04/2019,8010,مفرد,Madina,Good,good,2,1,,crash,,1,1,,1,,,,2,1,1,,0.58,Straight link,,
171,8:30 PM,06/04/2019,10,مزدوج,Riyadh,,good,0,0,,coup,1,,,,1,,,,1,1,1,,,Straight link,44.50971028,20.42042441
172,8:40 PM,06/04/2019,65,سريع,Riyadh,Good,good,0,1,,crash,1,,,,1,,,,1,1,1,,,Straight link,44.63792797,26.0901937
173,9:45 PM,06/04/2019,175,مفرد,Najran,Good,dusty,1,7,,crash,1,,,,1,,,,2,1,1,30,,Straight link,45.12360175,18.829319
174,10:30 PM,06/04/2019,1517,مفرد,Jazan,Good,good,,2,,crash,1,,,,1,,,,2,1,1,,,Straight link,43.05416712,17.02262961
175,10:30 PM,06/04/2019,8494,مزدوج,Madina,Good,good,,,,tread animal,,,1,,1,,,1,1,1,1,,,Straight link,,
176,11:00 PM,06/04/2019,40,سريع,Riyadh,,good,0,4,,crash,1,,,,1,,,,2,1,1,,,Straight link,45.84047443,24.35366959
177,2:00 AM,05/04/2019,15,مزدوج,Madina,Good,good,,1,,crash,1,,,,1,,,1,1,1,1,,,Straight link,39.30493454,25.01390758
178,2:00 AM,05/04/2019,60,سريع,Madina,Good,good,,2,,coup,1,,,,,,1,,1,1,1,,,Straight link,41.29640941,25.18979259
179,2:00 AM,05/04/2019,333,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,3,1,1,,,Straight link,39.66743843,24.44965794
180,3:10 AM,05/04/2019,50,مزدوج,Riyadh,,good,0,1,,coup,,1,,,1,,,,1,1,1,,,Straight link,,
181,4:15 AM,05/04/2019,15,مزدوج,Madina,Good,good,1,1,,crash,1,,,,1,,,,2,1,1,,,Straight link,39.28317593,25.78319649
182,5:00 AM,05/04/2019,40,سريع,Riyadh,,good,0,1,,coup,1,,1,,1,,,,1,1,1,,,Straight link,46.28202341,24.44936248
183,5:30 AM,05/04/2019,15,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,Straight link,39.79484812,23.69365831
