,Accident_Time,Accident_Date_G,Rno,Road_Type,Region,Road_Status,Weather_Status,Dead_Number,Injuries_Number,Damage_Road_Type,Accident_Type,Car,Small_Truck,Big_Truck,Other_Car,Driver,Way,Vehicle,Animal,Vehicles_Number,Paints,Eyes,Road_Close_Days,Road_Close_Hours,GEOMETRIC_RoadTYPE,long,lat
15599,5:30 PM,14/03/2018,1016,مفرد,Najran,Good,good,0,0,,crash,1,,,,1,,,,2,1,1,,,Straight link,44.29367292,17.51519887
15600,5:30 PM,14/03/2018,5370,مفرد,Riyadh,Good,good,0,3,,crash,,1,1,,1,,,,2,1,1,,,Straight link,44.98378163,24.68522939
15601,6:05 PM,14/03/2018,8010,مفرد,Madina,Good,good,,,,burning or ignition,,1,,,,,1,,1,1,1,,,Straight link,40.64466465,23.40708667
15602,6:35 PM,14/03/2018,85,مزدوج,Northern boarder,,good,,1,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.42848624,29.67124191
15603,10:30 PM,14/03/2018,15,سريع,Madina,Good,good,,,metal barriers,crash,,,1,,1,,,,1,1,1,,,Straight link,39.86742247,23.51419817
15604,11:00 PM,14/03/2018,414,مزدوج,Qassim,Good,good,3,2,,direct crash,1,,,,1,,,,2,1,1,,,Straight link,43.06463313,25.86376138
15605,11:30 PM,14/03/2018,65,سريع,Riyadh,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,Straight link,45.68114667,25.67104105
15606,10:30 AM,14/03/2018,65,مزدوج,Jawf,Good,good,0,1,concrete barriers,crash,1,,,,,,1,,1,1,1,,,Straight link,38.07170925,30.65440136
15607,9:00 AM,14/03/2018,205,مفرد,Baha,Good,good,0,0,,direct crash,1,,,,1,,,,2,1,1,15,,Straight link,41.39036822,20.03001743
15608,1:30 AM,13/03/2018,5,سريع,Mecca,,good,1,0,,crush from behind,,1,1,,1,,,,2,1,1,,,Straight link,39.12343078,21.97060837
15609,2:02 AM,13/03/2018,65,سريع,Riyadh,Good,good,,2,,crash,1,,,,1,,,,2,1,1,,,Straight link,45.21145076,25.93993002
15610,2:30 AM,13/03/2018,60,سريع,Qassim,Good,good,0,0,fence,crash,1,,,,1,,,,1,1,1,,,Straight link,41.74381528,25.43920831
15611,3:00 AM,13/03/2018,15,مزدوج,Assir,,good,0,5,,collateral crush,1,,,,1,,,,2,1,1,,,u-tern,43.37912953,17.89349349
15612,3:30 AM,13/03/2018,40,سريع,Riyadh,Good,good,0,1,,Explosion of a car tire,1,,,,1,,1,,1,1,1,,,Straight link,47.36675813,25.07553881
15613,4:15 AM,13/03/2018,509,مزدوج,Riyadh,Good,good,,,fence,crash,1,,,,,,1,,1,1,1,,,Straight link,46.90857691,24.19916967
15614,5:45 AM,13/03/2018,15,مزدوج,Tabuk,Good,good,0,2,informative board,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,37.94529951,27.98129802
15615,6:00 AM,13/03/2018,281,مزدوج,Mecca,,good,0,0,,coup,,,1,,,,1,,1,1,1,,,Straight link,40.37387819,21.23964049
15616,7:30 AM,13/03/2018,65,,Hail,Good,good,,,,deflection,1,,,,1,,,,1,1,1,,,Straight link,42.66081795,27.100894
15617,8:00 AM,13/03/2018,40,سريع,Mecca,,good,0,1,concrete barriers,deflection,1,,,,1,,,,1,1,1,,,Horizontal Curve,46.41592352,24.52595138
15618,8:00 AM,13/03/2018,40,سريع,Riyadh,,good,0,1,metal barriers,crash,1,,,,1,,,,1,1,1,,,Straight link,46.32910884,24.49272496
15619,9:40 AM,13/03/2018,65,سريع,Riyadh,Good,good,,,,deflection,1,,,,1,,,,1,1,1,,,Straight link,45.58679312,25.73571699
15620,11:10 AM,13/03/2018,517,سريع,Riyadh,Good,good,0,1,,coup,1,1,,,1,,,,2,1,1,,,Straight link,46.99070843,24.45203001
15621,11:15 AM,13/03/2018,15,مزدوج,Tabuk,Good,good,0,0,,deflection,1,,,,1,,,,1,1,1,,,Straight link,37.91137543,28.01230838
15622,11:30 AM,13/03/2018,70,مفرد,Madina,Good,good,,,,coup,,,1,,,,1,,1,1,1,,,Straight link,38.3622171,26.76436151
15623,1:00 PM,13/03/2018,6280,مفرد,Qassim,Good,good,0,1,,crush from behind,1,,1,,1,,,,2,1,1,,,Straight link,,
15624,1:35 PM,13/03/2018,8040,مفرد,Madina,Good,good,,,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,,
15625,2:00 PM,13/03/2018,615,مزدوج,EP,,good,0,1,,deflection,1,,,,1,,,,1,1,1,,,Horizontal Curve,50.00811065,25.08283675
15626,2:00 PM,13/03/2018,1215,مفرد,Najran,Good,good,0,1,lighting poles,coup,,,1,,1,,,,1,1,1,,,Horizontal Curve,44.36632777,17.81521543
15627,2:35 PM,13/03/2018,60,سريع,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.58716952,26.08823549
15628,2:40 PM,13/03/2018,359,مزدوج,Madina,Good,good,,,,crush from behind,1,,,,1,,,,4,1,1,,,Straight link,,
15629,3:00 PM,13/03/2018,522,مفرد,Riyadh,Good,good,0,1,,Explosion of a car tire,,1,,,1,,1,,1,1,1,,,Straight link,47.14509238,24.94288176
15630,3:30 PM,13/03/2018,80,مزدوج,Tabuk,Good,good,0,0,concrete barriers,crush with a stationary body on the road,,,1,,1,,,,1,1,1,,,Horizontal Curve,36.04013628,27.80800343
15631,3:45 PM,13/03/2018,15,سريع,Madina,Good,good,,2,,coup,1,,,,,,1,,1,1,1,,,Straight link,39.95388957,23.22295429
15632,4:30 PM,13/03/2018,40,سريع,EP,,good,0,1,,Explosion of a car tire,,1,,,,,1,,1,1,1,,,Straight link,47.76419609,25.25563729
15633,5:30 PM,13/03/2018,60,سريع,Madina,Good,good,,1,,crush from behind,1,,1,,1,,,,2,1,1,,,Horizontal Curve,39.21060335,24.07631286
15634,5:35 PM,13/03/2018,40,سريع,Riyadh,,good,0,2,fence,coup,1,,,,1,,,,1,1,1,,,Straight link,42.80484374,23.00752884
15635,5:50 PM,13/03/2018,10,مزدوج,Riyadh,,good,0,0,,crash,,,1,,,,1,,1,1,1,,,Straight link,45.97239751,21.15002907
15636,7:10 PM,13/03/2018,30,مفرد,Riyadh,,good,0,1,,deflection,1,,,,1,,,,1,1,1,,,Straight link,44.18683936,21.77347211
15637,7:30 PM,13/03/2018,513,مفرد,Riyadh,Good,good,0,1,,crash,1,,1,,1,,,,2,1,1,,,Straight link,47.376175,24.21915052
15638,8:00 PM,13/03/2018,80,مزدوج,Tabuk,Good,good,1,0,,coup,,,1,,1,,,,1,1,1,,,Horizontal Curve,36.00242696,27.79564374
15639,8:30 PM,13/03/2018,425,سريع,Qassim,Good,good,0,0,,deflection,1,,,,1,,,,1,1,1,,,Straight link,,
15640,8:35 PM,13/03/2018,7051,مزدوج,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.94880698,26.04127708
15641,11:00 PM,13/03/2018,525,سريع,Riyadh,Good,good,,,,Explosion of a car tire,1,,,,1,,,,1,1,1,,,Straight link,46.70681798,24.60969989
15642,11:15 PM,13/03/2018,522,مزدوج,Riyadh,Good,good,,,,crush from behind,1,,,,1,,,,1,1,1,,,Straight link,46.86242183,24.79254683
15643,1:20 AM,12/03/2018,8784,مفرد,Tabuk,Good,good,0,2,,coup,1,,,,1,,,,1,1,1,,,Straight link,,
15644,1:30 AM,12/03/2018,66,مزدوج,Hail,Good,good,,1,,crush with a stationary body on the road,,1,,,1,,,,1,1,1,,,Straight link,,
15645,1:30 AM,12/03/2018,303,مزدوج,Mecca,,good,0,1,,deflection,,,1,,1,,,,1,1,1,,,Straight link,,
15646,6:00 AM,12/03/2018,40,سريع,Riyadh,,good,0,1,,coup,1,,,,,,1,,1,1,1,,,Straight link,46.38692327,24.52585058
15647,6:00 AM,12/03/2018,85,مزدوج,EP,,good,0,0,,coup,,,1,,1,,,,1,1,1,,,Straight link,47.83774351,27.70119127
15648,6:30 AM,12/03/2018,75,مزدوج,EP,,good,0,0,,crash,1,,1,,1,,,,12,1,1,,,Straight link,49.24508733,25.37858447
15649,6:40 AM,12/03/2018,40,سريع,Riyadh,,good,0,1,metal barriers,coup,1,,,,1,,,,1,1,1,,,Straight link,46.38692327,24.52585058
15650,7:30 AM,12/03/2018,15,مزدوج,Najran,Good,good,0,0,,crash,1,,,,1,,,,2,1,1,,,Straight link,44.44751793,17.57692428
15651,9:00 AM,12/03/2018,5,مزدوج,Mecca,,good,0,0,,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,40.40948006,20.08273467
15652,9:30 AM,12/03/2018,15,مزدوج,Najran,Good,good,0,0,,overdrive,,1,,,1,,,,1,1,1,,1,Horizontal Curve,44.18950294,17.60673843
15653,9:30 AM,12/03/2018,279,سريع,Mecca,,good,0,1,concrete barriers,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,39.18374485,21.75551752
15654,9:40 AM,12/03/2018,5,مزدوج,Mecca,,good,0,0,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,,
15655,10:15 AM,12/03/2018,15,مزدوج,Najran,Good,good,0,0,,coup,,1,,,1,,,,1,1,1,,,Straight link,46.82789761,17.57572875
15656,11:00 AM,12/03/2018,15,مزدوج,Najran,Good,good,0,0,,coup,,1,,,,,1,,1,1,1,,,Straight link,46.62180992,17.48705683
15657,12:15 PM,12/03/2018,15,سريع,Mecca,,good,0,2,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,,
15658,1:00 PM,12/03/2018,40,سريع,Riyadh,,good,0,0,metal barriers,crash,,,1,,,1,,,1,1,1,,,Straight link,44.47373786,23.57925706
15659,1:15 PM,12/03/2018,40,سريع,Riyadh,,good,0,0,,coup,,,1,,1,,,,1,1,1,,,Straight link,44.22245935,23.45472249
15660,1:30 PM,12/03/2018,60,سريع,Qassim,Good,good,0,0,fence,Explosion of a car tire,1,,,,1,,,,1,1,1,,,Straight link,42.52741078,25.77102134
15661,2:00 PM,12/03/2018,65,,Hail,Good,good,,1,,coup,1,,,,,,1,,1,1,1,,,Straight link,41.11720888,28.03917178
15662,4:30 PM,12/03/2018,505,مفرد,Riyadh,Good,good,3,1,,crash,1,,,,1,,,,2,1,1,,,Straight link,,
15663,6:30 PM,12/03/2018,8900,مفرد,Tabuk,Good,good,0,1,,coup,1,,,,1,,,,1,1,1,,,Straight link,36.58780387,27.77431172
15664,7:00 PM,12/03/2018,5,سريع,Mecca,,good,0,1,metal barriers,crush from behind,,,1,,1,,,,2,1,1,,,Straight link,39.12405744,21.89195089
15665,7:00 PM,12/03/2018,281,مزدوج,Mecca,,good,0,3,,coup,1,,,,1,,,,1,1,1,,,Straight link,40.41137356,21.31208391
15666,8:00 PM,12/03/2018,10,مزدوج,Riyadh,Good,good,0,1,,crash,1,,,,1,,,,2,1,1,,,Straight link,47.62214047,24.21469674
15667,8:00 PM,12/03/2018,15,مزدوج,Najran,Good,good,0,0,,coup,,,1,,1,,,,1,1,1,,,Straight link,44.85369483,17.51840885
15668,9:15 PM,12/03/2018,209,مفرد,Assir,,good,0,0,,burning or ignition,,,1,,1,,,,1,1,1,,,Straight link,42.4653706,18.43699405
15669,10:00 PM,12/03/2018,40,سريع,EP,,good,0,0,,burning or ignition,1,,1,,,,1,,1,1,1,,,Straight link,48.91562142,25.87709226
15670,12:00 AM,11/03/2018,95,مزدوج,EP,,good,0,1,,deflection,1,,,,1,,,,1,1,1,,,Straight link,,
15671,1:30 AM,11/03/2018,66,,Hail,Good,good,,,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,41.59274649,27.19599403
15672,3:00 AM,11/03/2018,15,سريع,Mecca,,good,1,4,,coup,1,,,,1,,1,,1,1,1,,,Straight link,39.305501,22.05949924
15673,4:00 AM,11/03/2018,40,سريع,Riyadh,,good,0,0,fence,coup,,1,,,1,,,,1,1,1,,,Straight link,44.41698232,23.50916996
15674,4:30 AM,11/03/2018,2136,مزدوج,Assir,,good,0,0,,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,,
15675,4:40 AM,11/03/2018,525,سريع,Riyadh,Good,good,,,metal barriers,overdrive,1,,,,1,,,,1,1,1,,,Straight link,46.6724469,24.71105703
15676,5:00 AM,11/03/2018,177,مزدوج,Najran,Good,good,0,1,,crash,,1,,,1,,,,2,1,1,,,Straight link,45.06596261,19.34142838
15677,7:30 AM,11/03/2018,40,سريع,Riyadh,,good,0,0,fence,crash,1,,,,1,,,,2,1,1,,,Straight link,45.1375582,23.96225436
15678,7:30 AM,11/03/2018,6030,مفرد,Qassim,Good,good,0,3,,crash,1,,,,,,1,,1,1,1,,,Straight link,,
15679,8:00 AM,11/03/2018,15,مزدوج,Assir,,rainy,0,1,,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,43.33386577,18.0186518
15680,9:30 AM,11/03/2018,550,مزدوج,Riyadh,Good,good,,,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,46.84631992,24.87716047
15681,9:30 AM,11/03/2018,615,سريع,EP,,good,0,0,,deflection,1,,,,1,,,,1,1,1,,,Straight link,49.51717134,25.71275332
15682,10:00 AM,11/03/2018,5,مزدوج,Madina,Good,good,,1,informative board,coup,,1,,,1,,,,1,1,1,,,Straight link,37.34212295,24.73843355
15683,10:00 AM,11/03/2018,15,مزدوج,Tabuk,Good,good,0,2,,coup,1,,,,1,,,,1,1,1,,,Straight link,36.34020308,28.69641746
15684,10:10 AM,11/03/2018,40,سريع,Riyadh,Good,good,,1,metal barriers,deflection,,1,,,1,,,,1,1,1,,,Straight link,46.54706952,24.59444304
15685,10:30 AM,11/03/2018,50,مزدوج,Riyadh,Good,good,0,2,,coup,1,,,,1,,,,1,1,1,,,Straight link,43.31553936,24.23448123
15686,10:50 AM,11/03/2018,4274,مفرد,Mecca,,good,0,0,,burning or ignition,,,1,,,,1,,1,1,1,,,Straight link,42.66391371,20.77959805
15687,11:00 AM,11/03/2018,333,سريع,Madina,Good,good,,,metal barriers,crash,1,,,,1,,,,1,1,1,,,Straight link,39.62012992,24.49947059
15688,12:00 PM,11/03/2018,505,مفرد,Riyadh,,good,0,1,,crash,,,1,,1,,,,2,1,1,,,Straight link,46.35553968,24.50050867
15689,12:30 PM,11/03/2018,15,عقبة,Mecca,,good,0,0,,crash,1,,,,1,,,,1,1,1,,,Straight link,40.03770158,21.32802538
15690,12:30 PM,11/03/2018,7100,سريع,EP,,good,0,1,metal barriers,Explosion of a car tire,1,,,,,,1,,1,1,1,,,Horizontal Curve,49.54830825,25.56424084
15691,12:45 PM,11/03/2018,333,سريع,Madina,Good,good,,,informative board,crash,1,,,,,,1,,1,1,1,,,Straight link,39.60034174,24.43706711
15692,1:00 PM,11/03/2018,40,سريع,Mecca,,good,0,0,,crash,,1,,,1,,,,1,1,1,,,Straight link,40.25217981,21.6307036
15693,2:00 PM,11/03/2018,85,مزدوج,Northern boarder,,good,,,,coup,,,1,,1,,,,1,1,1,,,Straight link,42.06927704,30.43430223
15694,2:10 PM,11/03/2018,509,مزدوج,Riyadh,Good,good,,,fence,crash,1,,,,1,,,,2,1,1,,,Straight link,46.93628902,24.14133457
15695,2:30 PM,11/03/2018,267,سريع,Mecca,,good,0,0,,crash,1,,,,1,,,,1,1,1,,,Straight link,40.47412819,21.39601734
15696,3:30 PM,11/03/2018,75,مزدوج,EP,,good,0,2,informative board,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,49.0811985,24.27935361
15697,3:45 PM,11/03/2018,8040,مفرد,Madina,Good,good,,1,,coup,,1,,,,,1,,1,1,1,,,Straight link,,
15698,4:30 PM,11/03/2018,2622,مفرد,Assir,,good,0,2,,coup,1,,,,1,,,,2,1,1,,,Straight link,,
15699,5:00 PM,11/03/2018,40,سريع,Mecca,,good,0,1,metal barriers,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,39.36365167,21.4101354
15700,7:40 PM,11/03/2018,40,سريع,Mecca,,good,0,1,,crash,1,,,,1,,,,1,1,1,,,Straight link,40.4862807,21.51790634
15701,8:00 PM,11/03/2018,60,سريع,Madina,Good,good,,,,crush from behind,,,1,,1,,,,2,1,1,,,Vertical Curve,39.02605638,23.88415824
15702,8:00 PM,11/03/2018,340,مزدوج,Madina,Good,good,,,,crush from behind,1,,1,,1,,,,2,1,1,,,Horizontal Curve,,
15703,8:30 PM,11/03/2018,8900,عقبة,Tabuk,Good,good,0,1,,coup,1,,,,1,,,,1,1,1,,,Horizontal Curve,,
15704,9:00 PM,11/03/2018,40,سريع,Mecca,,good,0,1,metal barriers,deflection,1,,,,1,,,,1,1,1,,,Straight link,,
15705,10:00 PM,11/03/2018,66,مزدوج,Hail,Good,good,,1,,tread animal,1,,,,,,,1,1,1,1,,,Straight link,,
15706,11:00 PM,11/03/2018,333,سريع,Madina,Good,good,,1,,collateral crush,1,,,,1,,,,2,1,1,,,Straight link,39.60126816,24.49546342
15707,11:30 AM,11/03/2018,65,سريع اتجاهين,Jawf,,good,0,0,,coup,,1,,,1,,,,1,1,1,,,Straight link,40.03109734,29.24031138
15708,12:10 PM,11/03/2018,65,مزدوج,Jawf,,good,0,0,,crash,,1,1,,1,,,,2,1,1,,,Horizontal Curve,37.47463685,31.22052094
15709,11:00 PM,11/03/2018,80,مزدوج,Jawf,Good,good,1,2,,crash,1,1,,,1,,,,2,1,1,,,Horizontal Curve,38.53590165,29.45860547
15710,1:00 AM,10/03/2018,1061,مزدوج,Najran,Good,good,0,0,,overdrive,1,,,,1,,,,1,1,1,,,Straight link,,
15711,3:45 AM,10/03/2018,15,سريع,Madina,Good,good,,,Caplet barriers,crash,1,,,,1,,,,1,1,1,,,Straight link,39.60157795,24.07972706
15712,4:00 AM,10/03/2018,15,سريع,Mecca,,good,0,0,metal barriers,crush with a stationary body on the road,1,,,,1,,,,1,1,1,,,Straight link,39.86106907,22.85536521
15713,4:00 AM,10/03/2018,8700,,Hail,Good,good,,3,,crash,1,1,,,1,,,,2,1,1,,,Straight link,42.15369311,27.92379432
15714,5:00 AM,10/03/2018,5,مزدوج,Mecca,,good,0,0,metal barriers,crash,1,,,,1,,,,1,1,1,,,Straight link,39.37423965,20.93049105
15715,5:40 AM,10/03/2018,522,سريع,Riyadh,Good,good,,,,coup,,1,,,1,,,,1,1,1,,,Straight link,46.85908893,24.78922977
15716,6:30 AM,10/03/2018,425,مزدوج,Qassim,Good,good,0,0,fence,coup,,,1,,1,,,,1,1,1,,,Straight link,43.95902187,26.42569207
15717,7:30 AM,10/03/2018,40,سريع,EP,,good,0,0,,deflection,1,,,,1,,,,1,1,1,,,Straight link,47.77109391,25.26137352
15718,8:00 AM,10/03/2018,40,سريع,EP,,good,0,0,,crash,,,1,,1,,,,2,1,1,,,Straight link,49.41373197,26.13880617
15719,8:00 AM,10/03/2018,522,مزدوج,EP,,good,0,1,,crash,1,,1,,1,,,,2,1,1,,,Straight link,48.51504068,25.20982294
15720,8:15 AM,10/03/2018,517,سريع,Riyadh,Good,good,0,1,,crash,1,,,,1,,,,1,1,1,,,Straight link,47.21101928,24.23421458
15721,8:30 AM,10/03/2018,85,مفرد,EP,,good,0,1,fence,deflection,1,,,,1,,,,1,1,1,,,4-Leg intersection,48.91670686,27.30056377
15722,9:30 AM,10/03/2018,5,مزدوج,Mecca,,good,0,0,,deflection,1,,,,1,,,,1,1,1,,,Straight link,40.58233589,19.97910492
15723,10:00 AM,10/03/2018,95,سريع,EP,,good,0,1,,burning or ignition,1,,,,,,1,,1,1,1,,,Straight link,49.88856,26.54643085
15724,11:15 AM,10/03/2018,15,سريع,Madina,Good,good,,,,crush from behind,1,,1,,1,,,,2,1,1,,,Straight link,39.95323358,23.11751057
15725,11:50 AM,10/03/2018,5318,مزدوج,Riyadh,Good,good,0,0,,crash,1,,,,1,,1,,1,1,1,,,Straight link,47.07200661,25.13642219
15726,3:30 PM,10/03/2018,15,مزدوج,Madina,Good,good,,2,fence,coup,1,,,,,,1,,1,1,1,,,Straight link,39.3641657,25.96151729
15727,4:10 PM,10/03/2018,209,مفرد,Assir,,good,1,5,,crush from behind,1,,1,,1,,,,2,1,1,,,Straight link,,
15728,4:15 PM,10/03/2018,333,سريع,Madina,Good,good,,1,informative board,crash,1,1,,,1,,,,3,1,1,,,Straight link,39.60034174,24.43706711
15729,4:20 PM,10/03/2018,40,سريع,Riyadh,Good,good,0,1,,burning or ignition,,,1,,1,,1,,1,1,1,,,Straight link,47.36675813,25.07553881
15730,4:40 PM,10/03/2018,15,سريع,Madina,Good,good,,,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,39.46092832,24.53233289
15731,6:20 PM,10/03/2018,4030,مفرد,Mecca,,good,1,0,metal barriers,coup,1,,,,1,,,,1,1,1,,,Straight link,,
15732,6:24 PM,10/03/2018,615,مزدوج,EP,,good,0,0,,burning or ignition,,,1,,,,1,,1,1,1,,,Straight link,50.47955181,24.87426045
15733,6:30 PM,10/03/2018,375,مفرد,Madina,Good,good,,,informative board,crash,,1,,,1,,,,1,1,1,,,Straight link,,
15734,6:50 PM,10/03/2018,6308,مفرد,Qassim,Good,good,0,0,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.95395055,26.12828915
15735,7:15 PM,10/03/2018,30,مفرد,Assir,,good,0,1,,crash,1,,,,1,,,,2,1,1,,,Straight link,45.430356,23.37118512
15736,7:30 PM,10/03/2018,5,مزدوج,Jazan,,good,0,2,lighting poles,crush with a stationary body on the road,1,,,,,,1,,1,1,1,,,Straight link,40.20742167,20.23831527
15737,7:30 PM,10/03/2018,10,مفرد,Assir,,good,0,1,,crash,1,,,,1,,,,2,1,1,,,Horizontal Curve,42.38417557,17.89107789
15738,8:00 PM,10/03/2018,340,مزدوج,Madina,Good,good,,,,crash,1,,,,1,,,,2,1,1,,,Straight link,,
15739,8:15 PM,10/03/2018,535,مفرد,Riyadh,Good,good,0,0,,crash,1,,,,,,1,,1,1,1,,,Straight link,,
15740,8:40 PM,10/03/2018,509,مزدوج,Riyadh,Good,good,,,,burning or ignition,1,,,,1,,,,1,1,1,,,Straight link,46.94718589,24.07927731
15741,10:00 PM,10/03/2018,70,,Hail,Good,good,,1,,tread animal,1,,,,1,,,,1,1,1,,,Straight link,40.05252993,26.86636806
15742,10:11 PM,10/03/2018,30,مفرد,Assir,,good,1,0,,deflection,1,,,,1,,,,1,1,1,,,Straight link,45.46260683,23.41647388
15743,10:50 PM,10/03/2018,8379,مفرد,Madina,Good,good,,,,coup,,,1,,,,1,,1,1,1,,,Straight link,39.69504185,24.40046717
15744,11:00 PM,10/03/2018,413,مزدوج,Qassim,Good,good,0,2,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,44.16073132,25.90580672
15745,11:10 PM,10/03/2018,40,سريع,Riyadh,Good,good,,,,crush with a stationary body on the road,1,,,,1,,,,3,1,1,,,Straight link,46.56037903,24.60778652
15746,11:15 PM,10/03/2018,5,مزدوج,Madina,Good,good,,,,crush from behind,,1,1,,1,,,,2,1,1,,,Straight link,37.62867859,24.33761266
15747,11:20 PM,10/03/2018,6308,مفرد,Qassim,Good,good,0,1,,crush from behind,1,,,,1,,,,2,1,1,,,Straight link,43.91422937,26.16860638
15748,11:50 PM,10/03/2018,40,سريع,Mecca,,good,0,0,,deflection,1,,,,1,,,,1,1,1,,,u-tern,40.47634763,21.53190671
15749,1:00 AM,09/03/2018,85,مزدوج,Northern boarder,,good,,,,crash,1,,1,,1,,,,2,1,1,,,Straight link,42.69904466,30.07181841
15750,1:10 AM,09/03/2018,298,مفرد,Mecca,,good,1,2,,crash,1,,,,1,,,,2,1,1,,,Straight link,,
15751,2:15 AM,09/03/2018,505,مزدوج,Riyadh,Good,good,0,0,,crash,1,,,,1,,,,1,1,1,,,Straight link,45.53698968,25.05620273
15752,3:00 AM,09/03/2018,425,سريع,Qassim,Good,good,0,0,,coup,1,,,,1,,,,1,1,1,,,Straight link,44.06137681,26.30511853
15753,3:00 AM,09/03/2018,8900,مفرد,Tabuk,Good,good,0,2,concrete barriers,coup,1,,,,1,,,,1,1,1,,,Horizontal Curve,36.79065541,27.45557549
15754,3:30 AM,09/03/2018,15,مزدوج,Najran,Good,good,0,1,,Explosion of a car tire,,1,,,,,1,,1,1,1,,,Straight link,44.47036619,17.52970508
15755,4:00 AM,09/03/2018,60,سريع,Madina,Good,good,,,,crash,1,,,,1,,,,1,1,1,,,Straight link,,
15756,4:00 AM,09/03/2018,425,مزدوج,Qassim,Good,good,0,1,fence,coup,1,,,,,1,,,1,1,1,,,Straight link,43.9208359,26.41608265
15757,5:00 AM,09/03/2018,30,مفرد,Riyadh,,good,0,1,,deflection,1,,1,,1,,,,2,1,1,,,Straight link,44.09578193,21.65688438
15758,7:30 AM,09/03/2018,267,مزدوج,Mecca,,good,0,3,,coup,1,,,,1,,,,1,1,1,,,Straight link,40.36545091,21.14723666
15759,8:30 AM,09/03/2018,60,سريع,Qassim,Good,good,0,0,fence,deflection,1,,,,1,,,,1,1,1,,,Straight link,42.95624815,25.91559452
15760,10:00 AM,09/03/2018,517,سريع,Riyadh,Good,good,0,1,,coup,,1,,,1,,,,1,1,1,,,Straight link,,
15761,11:00 AM,09/03/2018,2071,مفرد,Assir,,good,0,0,,sliding,,,1,,,,1,,1,1,1,,,Horizontal Curve,42.90517606,18.6416714
15762,1:00 PM,09/03/2018,60,سريع,Madina,Good,good,,2,,crash,1,,,,,,1,,1,1,1,,,Straight link,40.13357243,24.61435215
15763,2:45 PM,09/03/2018,4040,مفرد,Mecca,,good,0,0,,coup,1,,,,,,1,,2,1,1,,,Straight link,,
15764,3:50 PM,09/03/2018,15,عقبة,Mecca,,good,0,0,,burning or ignition,1,,,,,,1,,1,1,1,,,Straight link,40.03770158,21.32802538
15765,4:20 PM,09/03/2018,15,مزدوج,Najran,Good,good,0,2,,crash,1,,,,1,,,,2,1,1,,,Straight link,44.35642988,17.57418136
15766,8:00 PM,09/03/2018,8900,مفرد,Tabuk,Good,good,0,0,,tread animal,1,,,,,,,1,1,1,1,,,Straight link,36.59160987,27.74130182
15767,8:30 PM,09/03/2018,40,سريع,Riyadh,Good,good,0,1,,overdrive,1,,,,1,,1,,1,1,1,,,Straight link,47.22087355,25.02564743
15768,8:40 PM,09/03/2018,40,سريع,Riyadh,Good,good,,1,,overdrive,1,,,,1,,,,2,1,1,,,Straight link,46.8012661,24.82567147
15769,9:30 PM,09/03/2018,425,مزدوج,Qassim,Good,good,0,1,fence,crash,1,,,,1,,,,3,1,1,,,Straight link,43.9208359,26.41608265
15770,10:05 PM,09/03/2018,40,سريع,Riyadh,Good,good,,1,,overdrive,1,,,,1,,,,1,1,1,,,Straight link,46.53451593,24.58050363
15771,10:20 PM,09/03/2018,5,مزدوج,Madina,Good,good,,,,crush from behind,,,1,,1,,,,2,1,1,,,Straight link,37.46953337,24.50638753
15772,10:45 PM,09/03/2018,4009,مفرد,Assir,,good,1,0,,crash,1,,,,,,,1,1,1,1,,,Straight link,41.64891817,18.3659494
15773,11:50 PM,09/03/2018,15,سريع,Mecca,,good,0,0,metal barriers,deflection,,,1,,1,,,,1,1,1,,,Straight link,39.92473323,23.00724648
15774,12:45 AM,08/03/2018,8538,مفرد,Madina,Good,good,1,2,,tread animal,1,,,,,,,1,1,1,1,,0.3,Straight link,,
15775,1:00 AM,08/03/2018,375,مزدوج,Madina,Good,good,,,,coup,,,1,,1,,,,1,1,1,,,Straight link,38.06146123,26.71761092
15776,1:30 AM,08/03/2018,85,مزدوج,Northern boarder,,good,,4,,collateral crush,1,,1,,1,,,,2,1,1,,,Straight link,43.06573983,29.88225641
15777,1:30 AM,08/03/2018,425,سريع,Qassim,Good,good,0,2,,crush from behind,1,1,,,1,,,,2,1,1,,,Straight link,43.90822162,26.29877096
